Text,Predicted,Target
"Product Issue The wallet is nice, has lots of pockets, but it's a little stiff, and the snap closure on the coin purse will NOT stay shut. I'm constantly ending up with a bunch of coins in the bottom of my purse. UGH!",Quality Issue,Design Issue
"Product Issue Once I put my cards in the slots the wallet wouldn't close, and it forced the clasp on the coin holder to come open. I had to return the iem",Quality Issue,Design Issue
"Product Issue I researched leather checkbook wallets for about two weeks. I am a matchy-matchy type person and very picky; purchasing a separate leather checkbook holder that did not match the wallet grain and color exactly was not an option for me.Criteria are as follows (from most important to least):1. Red leather2. Matching checkbook holder3. Clear ID holder NOT in zippered compartment... snap flap/fold over OK4. 10+ credit card compartments that are NOT in a zippered compartment5. At least 1 main zippered compartment for cash and another zippered compartment (within main zippered compartment) for change6. Exterior pocket on the wallet... zipper preferred, no zipper OKThis wallet appeared to meet all of these criteria. It arrived within the estimated time frame, boxed, in perfect condition. Lovely red pebbled leather everywhere, all zippers slid nicely, and the snap fit securely in both holes. Everything seemed perfect until I tried to stuff my standard-sized Costco checks into the checkbook holder. The holder is at least 1/4"" too narrow; I had to chop off the sides of my checks to stuff them into the holder. Problem solved, right?NO. I could not close the darned checkbook holder. When I forced the top flap over my checkbook, I had to use a rubber band to hold it down, and the zillion digit routing/account/check number at the bottom was in complete view. It looks ridiculous, and I am beyond irritated every time I have to write a check for Girl Scout Cookies, school pictures, etc. The only reason I am still using it (rubber band and all) is because the leather matches the wallet, and I need another 100 hours to do research to find a replacement wallet/checkbook holder. Why, WHY do wallet manufacturers make gross, cheap plastic wallets anyway? They should know that anyone old fashioned enough to use a checkbook on a regular basis will want REAL LEATHER. I looked at wallets from $20 to $200, and I couldn't find another that met all of my criteria that was 100% leather.Enough of my ranting. I would not buy this product again, and I do not recommend it if you want a functional red checkbook holder to match your red wallet.",Quality Issue,Product Description Issue
"Product Issue Whoa. Buy it only if you carry a very, very large pocketbook. This wallet is THICK.The leather doesn't even feel like leather. I've bought Buxton's for years. No more.",Quality Issue,Design Issue
"Product Issue Credit card compartments are too small, checkbook holder doesn't have much room. Should be a larger size wallet, not enough room for all mymstuff",Design Issue,Quality Issue
"Product Issue The two main reasons I don't like this wallet are: (1) It's very hard to get cash bills out of the too-deep pocket, and (2) it's almost impossible to get cards out of the card slots once you've shoved them in.  I bought a new clutch-style wallet and discarded this one after I'd used it for quite a while.",Design Issue,Design Issue
Product Issue I have bought this exact same billfold for years but this new one doesn't fold well or snap easily and it contains the same items that I always carry.,Design Issue,Design Issue
"Product Issue I sent it back, did not like the quality of the change purse area.",Quality Issue,Quality Issue
"Product Issue Useless as a wallet. None of my cards fit. No credit cards, AAA, medical cards.",Design Issue,Design Issue
Product Issue the snap on the billfold broke before i even used it. don't buy,Quality Issue,Quality Issue
Product Issue The quality of this wallet was poor. The credit cards and license did not fit into the slots.,Quality Issue,Quality Issue
Product Issue slots for card are SUPER SMALL...,Design Issue,Design Issue
"Product Issue I have bought Buxton billfolds of this style for many years and have never had a problem until I received this onefor this company. to be able to close the billfold with the either snap,  I had to take out most of the plastic card holders< and most of the foldingmoney and change. No I do not carry an extra amount, and have never had this issue with any other Buxton billfold.",Quality Issue,Design Issue
"Product Issue I gave this to my mother for Christmas.  When she tried to put her credit card in the proper area, the wallet broke at the seams.  I will be looking for a number to contact the company today.  How disappointing!",Design Issue,Quality Issue
"Product Issue Is great big when full, so did not meet my needs for a Small holds-all wallet. Honestly, by measurement it seems tiny. But when you add all the credit cards and money and things it will hold, it is a big fat stuffed wallet-- probably just like the one you're trying to replace. I suggest not looking for something to hold Everything, but instead look for something very small to hold about 6 items of necessity, else you will always have a wallet about the same size. When full of all my stuff, it took up 1/2 a small shoulder bag. Another Amazon waste of money. Hear me Amazon? I quit. Go ahead, don't publish this.",Design Issue,Design Issue
Product Issue not big as i expected,Design Issue,Design Issue
"Product Issue after reading all the reviews I was sure this was the wallet for me. It's very low quality leather and doesn't look well-made. It does have many, many card slots, but it seems it would break if they were full. Returned it.",Quality Issue,Quality Issue
Product Issue I didn't like the way the credit card sleeves were laid out and there was no zippered compartment.  It was also slightly ugly.  I sent it back.,Design Issue,Design Issue
Product Issue I didn't think it was easy to open or that it stored cards and bills well. I sent it back.,Design Issue,Delivery and Return Issue
"Product Issue I got this for someone for Xmas . They just let me know the checkbook holder is not big enough, nor is the card holder. May have to send back. Do they not know what size checks and credit cards are?",Quality Issue,Design Issue
"Product Issue This wallet would be fine if the credit card slots were wider. After reading other reviews about the same issue I thought I wouldn't care but it is incredibly inconvenient to pry my cards out every time I want to buy something so I promptly returned it. However, if you want to protect your bank account this is the wallet for you because you'll never get your credit card out of the pocket.",Design Issue,Design Issue
Product Issue Poorer quality than it used to be as I have owned one of these before. I don't like the stiff plastic lining and the spaces for cards is so narrow that it is hard to place them into slots and remove them.,Quality Issue,Quality Issue
Product Issue The slots for the credit cards were so small it was difficult to put them in and out.I had hoped to replace the Buxton checkbbook wallet I have had for years but this didn't meet the standard..,Design Issue,Design Issue
Product Issue I like the style of this wallet but the material that it's made of feels very cheap. So far I haven't even changed it out with my old worn out broken wallet.,Quality Issue,Quality Issue
"Product Issue After searching and searching for a wallet I decided to try this Buxton Heiress Double Cardextrade because of all of the card slots and storage pockets.  After putting all the items that I have in my existing wallet (that I have used for about 5 years) into this new wallet, the coin purse clasp would not stay closed.  I did have a item in just about every available slot in the wallet,  but did not have items in all of the pockets though.  I figure since the wallet is made with that many slots, I should be able to use all of them with no problem. I did like the amount of slots and pockets, but the problem with the clasp left me very disappointed in the product.",Quality Issue,Quality Issue
Product Issue Outside was leather inside was made of plastic. Very disappointing considering Buxton wallets were far superior and ALL leather in the past. Sent it back.,Quality Issue,Quality Issue
"Product Issue the goods with damage, small hole is visible right now after open package.",Product Description Issue,Design Issue
"Product Issue I have a lot of bras that are 36C, but this is way too big.  I'm using the tightest hooks in the back and it's still too large around my ribcage.  Cup sizes seem okay.",Design Issue,Design Issue
Product Issue The wire will kill you once it sticks out. I take care of my bras but this one IN THE GARBAGE,Quality Issue,Quality Issue
Product Issue Bra didn't fit and was nothing like what I expected.  Don't waste your money.,Design Issue,Design Issue
Product Issue I'm Rather disappointed with this product. The cup size is not a regular40.The bodice is fine but the bra portion of it is a let down.,Design Issue,Design Issue
"Product Issue I'm sure they are good bras, but just don't fit me.  Other Playtex bras this size fit perfectly but this type doesn't.  I'd like to return them but there is no form or information as to how to do this.  It's too risky to order bras online.  I really should have known better.",Design Issue,Design Issue
"Product Issue Although ordered my size is too small, there is no way for me to stay well",Design Issue,Design Issue
Product Issue Size is way off.,Design Issue,Design Issue
"Product Issue Sizing way off and not comfortable rolls up a lot  - Having said that, I recommend the Carnival Womens Full Figured Wide Strap Longline Bra - the only issues with this particular bra is that you will have to do a little sewing because the straps don't tighten up enough and order a band size up and a cup or two sizes down.  They size these bra's unusually - but once you find the right fit they are the Full Figured Wide Strap Longline bra is very comfortable.",Design Issue,Design Issue
"Product Issue I am a 38D in all bras, Victoria Secret, Playtex, Beyond Bare, but this one is way tooooooo tight.  The cups are also a little too small, and yes, as another reviewer mentioned, I also feel like I looked like torpedo chest too.  I would not recommend. I love Playtex bras but they made a mistake with this one.",Quality Issue,Design Issue
Product Issue Very thin and tore easily. I purchased 2 pairs and have not even tried the 2nd pair as I was disappointed with the fit of the first pair.,Quality Issue,Quality Issue
Product Issue It didn't take much effort for the stockings to rip apart.,Quality Issue,Quality Issue
Product Issue Not long enougb. I am 5 ft 9 and the size I got was supposed to fit up to 6 ft. Nope.,Design Issue,Design Issue
"Seller Issue The fit was right on, as was the color - a true black that isn't too sheer. The material is nice and silky.  However, the pair I received had several runs and even a small hole right out of the package.  I don't think they were pre-worn, but I have to think the quality control just isn't there.",Product Authenticity Issue,Delivery and Return Issue
"Product Issue The waistband is too small for Plus Size and the material is rough and scratchy, not silky. I have an apple shape.Has a large breathable cotton crotch that is nice.",Design Issue,Design Issue
"Product Issue I'm 5'10"" 240lbs, and I ordered the 5X-6X which is several sizes above what I would normally wear.  These were way too small for me.  They were definitely too short and entirely unable to accommodate thick thighs.  ""Plus-size"" my ass.  It could barely cover it.",Design Issue,Design Issue
Seller Issue I took extra caution while putting these on and they still ripped. Got to the knee and a big hole started. I had a long dress so my knees were not showing.  I wore them for wedding pictures then threw them away.,Product Authenticity Issue,Delivery and Return Issue
Product Issue I am 5'6 and 269lbs. My outseam measurement(my waist to my feet) is 43in and my inseam( my crotch to my feet) is 31in. I purchased the size 7x and they didn't fit at all which is a shame because the material felt nice. The crotch only came up to my mid thighs. If you have longer legs I wouldn't recommend purchasing these.,Design Issue,Design Issue
"Product Issue Shipped fast. The fit seemed fine but they snagged/ripped down the back of my leg the first time I put them on, within 5 minutes of wearing them! Wasted my money.",Quality Issue,Quality Issue
Product Issue Don't do it ladies.  These are HORRIBLE!  It felt like I had burlap with nails on... scratching and pinching my legs.  Before the evening was over I had to take them off and throw them out.  They were so painful to wear I had to warn others.,Quality Issue,Quality Issue
Product Issue I order a 3x 4x  and it still didn't fit. Im 5-3 230 pounds and they still couldn't fit properly. Thank God I order different pair  another company in a size 2x and they fit fine.,Design Issue,Design Issue
Product Issue Pantyhose didn't fit and to add to my dissatisfaction I ordered a 4 or 5z pair of tights and received a pair of 1x instead.  Not happy about at all!!!!,Design Issue,Design Issue
"Product Issue They say plus size for wide calf girls, and I believed it. I'm not even on the higher side of plus size, I'm a size 12-14 and these DO NOT FIT MY CALVES! They're so tight they cut my leg in half and it looks like a Viana sausage stuffed in a barbie doll boot. That's without pants under it, I can't even fit leggings in there too. I'm so utterly disappointed",Design Issue,Design Issue
Product Issue Very small and extremely short. Had to return.,Design Issue,Design Issue
Product Issue fit well but makes a lot of noise if your thighs rub together like mine. i also only got one wear out them before a huge run was in the right leg.,Quality Issue,Design Issue
"Product Issue My go to support hose are ""Berkshire Women's Relief Support Control Top Pantyhose 8100 - 70 Denier"". I can't believe how they stand up to everyday ware. They were out of stock so I purchased these to get me threw. I have a ""stand up"" job and support hose save my day. These particular hose are garbage. I destroyed the pair just by handling them...and I know how to handle hose. They were the right size, but so delicate or sub par, that by the time I got them up they had a big hole in them. I have never had a pair do this to me. Buyer beware.",Design Issue,Delivery and Return Issue
Product Issue Fit is very small. Had a run in leg before I even managed to put them on. I definitely would not recommend these.,Design Issue,Design Issue
"Product Issue The pantyhose are comfortable, but ugly. They are not silky. More like support hose.",Design Issue,Design Issue
Product Issue They are too small and I got two sizes bigger.,Design Issue,Design Issue
"Product Issue The seam came so far down past the panty line as to cause thighs to chafe. Hosiery material feels more like the netting of a screen door than a silky nylon. Only wore once, won't wear (or purchase) again.",Quality Issue,Quality Issue
Product Issue We ordered the size indicated by the product's size chart and it didn't fit well. It didn't hold up particularly well either. Not a product we'll purchase again.,Product Description Issue,Design Issue
"Product Issue As far as the costume itself, it was fine and what you would expect.  But for size, ""standard"" must mean 5'8"" and below.  I'm not that big, 6' tall and thin...but since the costume is a one piece jumpsuit style...when i tried to pull it over my shoulders it was way too tight in the crotch area.  That's all the details i'll say on that.  I thought of reordering and despite seeing a size chart, i didn't see any way to select the size i wanted.  (maybe i missed that option).  I basically cut the costume in half and modified it myself.  it worked for this yr, but that will probably be it.  The one downfall of ordering on-line...sizes.  Better luck to you.By comparison...the scarecrow costume i ordered at the same time also said 'one size fits most' actually fit me (but my wife used it).",Design Issue,Design Issue
Product Issue I was so disappointed. The picture showed a nice pinkish flesh tone for the udder. The costume I received had a gray unattractive udder. I use costumes for my business and this is unacceptable to show a picture and substitute something else...bait & switch.,Product Description Issue,Product Description Issue
"Product Issue This is a very cheaply made product.  I used this for my 3 yr. old for Halloween.  It barely made it through the night because it was so flimsy.It's made out of a very thin plastic.  Also, the chain kept coming apart.",Quality Issue,Quality Issue
"Product Issue It is a waste of money.  It is not a clock, it is barely anything worth the cost.  It is made of cheap plastic and is 2-dimensional.",Quality Issue,Quality Issue
"Product Issue This heart item appeared to be a good addition to a tin man costume, and seems to be a reasonable recreation of the movie's item, but it is a very cheap quality product.  The heart and clock itself is made of the same plastic material like those cheap Halloween masks that have a little elastic to hold it on your head.  It is hollow on the back side and so you get just half a heart. It is not a full three dimensional item. If you cut two eye holes in it, you could turn it into a Halloween mask.  I don't know of a better product for a better price, which moved me from one star to two. With more time, I would have made a heart for my costume.",Quality Issue,Quality Issue
Product Issue Worst product I've ever bought on Amazon.  The cardboard it's packaged in is much firmer than the heart itself.  It's thinner and more flimsy than a milk carton.  I thought plastic meant hard plastic.  Didn't make it 5 minutes before ripping.  Would have been better off printing a paper heart.,Quality Issue,Quality Issue
"Product Issue It arrived in horrible condition, the clock was all crushed and it was not in regular numbers like the picture has, it had roman numbers, I was very dissatisfied because I wanted the one with the regular numbers that is the main reason I ordered it, and it came all crushed and roman numbers, my grandson was highly upset and that made me very upset and sad.",Design Issue,Product Description Issue
"Product Issue It arrived in horrible condition, the clock was all crushed and it was not in regular numbers like the picture has, it had roman numbers, I was very dissatisfied because I wanted the one with the regular numbers that is the main reason I ordered it, and it came all crushed and roman numbers, my grandson was highly upset and that made me very upset and sad.",Design Issue,Product Description Issue
"Product Issue It arrived in horrible condition, the clock was all crushed and it was not in regular numbers like the picture has, it had roman numbers, I was very dissatisfied because I wanted the one with the regular numbers that is the main reason I ordered it, and it came all crushed and roman numbers, my grandson was highly upset and that made me very upset and sad.",Design Issue,Product Description Issue
"Product Issue It arrived in horrible condition, the clock was all crushed and it was not in regular numbers like the picture has, it had roman numbers, I was very dissatisfied because I wanted the one with the regular numbers that is the main reason I ordered it, and it came all crushed and roman numbers, my grandson was highly upset and that made me very upset and sad.",Design Issue,Product Description Issue
"Seller Issue it came with flowers on the chain, so it isn't even what I ordered.",Delivery and Return Issue,Delivery and Return Issue
"Product Issue What can you say about a little plastic clock that probably costs .10 to make, it is what it is but for a 4 year old who is Tin Man, you need to complete the costume. Go Tin Man.",Quality Issue,Quality Issue
"Product Issue I got this to complete a tinman costume.  My 4 year old was very sad, as was I, at the poor quality.",Quality Issue,Quality Issue
"Product Issue The neck piece, just under the rope, in no way goes out to the shoulders and down the chest. It barely shows beneath the rope. Like the other reviews the hat is a joke. The picture shows a large pointed crown. The hat in the package is closer to a bowler. The material is cheap. It'll do the job but certainly wasn't worth the $50. I bought Burlap to cover the head piece and will use liquid latex to add the burlap texture to my face.",Quality Issue,Quality Issue
Product Issue I was very disappointed. It junk,Quality Issue,Quality Issue
"Product Issue i was suprised that the quality was so poor. a verry thin plastic half shell, not a solid item. flimsy",Quality Issue,Quality Issue
"Product Issue I was very disappointed when I opened this.This item is made of very very thin plastic and cheap quality.I think proper price is $1or cheaper.If I found this in store, I didn't buy this.",Quality Issue,Quality Issue
"Product Issue It was very cheap, it is NOT even a solid piece of plastic, but a vacuum formed half of a badge. I had to buy another one and glue the two together, And get a better ribbon. The one pictured Is not the  CHEAP one they give you . Take the time and make one for yourselves.",Quality Issue,Quality Issue
Product Issue This is a colored sheet of plastic with a ribbon attached.  It cannot possibly be worth more than $.05.  Don't waste your money.,Quality Issue,Quality Issue
"Product Issue Cheep and thin, not worth the postage that I paid even tho it is cute. I would not buy them again",Quality Issue,Quality Issue
"Product Issue I know it's just a trinket, but was so thin and cheap was not worth the price plus all the shipping cost.  Wish it was a little heavier and just made nicer.",Quality Issue,Quality Issue
"Product Issue I know it's just a trinket, but was so thin and cheap was not worth the price plus all the shipping cost.  Wish it was a little heavier and just made nicer.",Quality Issue,Quality Issue
"Product Issue I know it's just a trinket, but was so thin and cheap was not worth the price plus all the shipping cost.  Wish it was a little heavier and just made nicer.",Quality Issue,Quality Issue
"Product Issue I know it's just a trinket, but was so thin and cheap was not worth the price plus all the shipping cost.  Wish it was a little heavier and just made nicer.",Quality Issue,Quality Issue
"Product Issue it ok, for the day, it is a paper plastic and if you use it on a little one, more then likely its going to brake.",Quality Issue,Quality Issue
Product Issue Too small forma muy two years old son!!!!,Design Issue,Design Issue
"Seller Issue For the price to high, try coming down on the price these are for toddlers not adults Amazon Surpport the kids.",Product Authenticity Issue,Product Authenticity Issue
"Seller Issue I have not yet received this product, the estimated date of arrival was on the 14th of this Month. And when I attempt to track I get no where, no one is available to answer my concerns..... so right now I don't know how I feel about this product! Would be nice if someone could give me a call so I could get an idea when to expect my merchandise I have already paid for.",Delivery and Return Issue,Delivery and Return Issue
Product Issue After reading reviews that all said the M means men's...I ordered the 5 M which should have been a 5 in men's. It is a 5 in women's which is way to small!,Design Issue,Design Issue
"Product Issue I've had Converse shoes that have lasted 20 years, but these only lasted a few wearings (maybe 10 times) before the soles were worn all the way through and the sides came unglued. Horrible quality. It makes me question whether these are real Converse. Do not buy these. They are a waste of money.",Quality Issue,Quality Issue
Seller Issue These are NOT original chuck taylors !!! I don't know why these are even on line ! Got them and couldn't believe it.  Box said Chuck Taylors .... not not not,Product Authenticity Issue,Product Authenticity Issue
"Product Issue Buy too large,  i like to return please .",Design Issue,Design Issue
Product Issue Wrong sizing don't buy,Design Issue,Design Issue
Product Issue Didnt spicify size we git men size and we thought we had order women size,Design Issue,Design Issue
Product Issue When I wore these for the first time the logo smudged and my shoes have faded After 1 week,Quality Issue,Quality Issue
"Seller Issue I ordered the Red 5 Mens/ 7 Womens & they were too big. Honestly, they looked fake. There was no size number printed on the bottom & the toe looked really narrow compared to my other Chucks. I returned them. I'll be paying the full price at the store instead.",Product Authenticity Issue,Product Authenticity Issue
Product Issue Knock offs. Don't buy,Design Issue,Quality Issue
"Product Issue I ordered two pair. One for me.. size 5 and one for the bf size 9.5.My shoes look kinda off, so I inspecred them. The inner soles aren't GLUED! !! Lmfao. The left shoe though. The right one seems to be kinda glued and I didn't apply no force. I've worn chucks since I was in 5th grade and these look like knock offs. My bf is good with his.I'm not returning them cause I waited too damn long and well now I kno that paying 60-75 at the mall is worth it lol.Anyone who purchase these are lucky if they score a legit pair.Fyi, my tag said made in Vietnam and my bf says made in china..",Design Issue,Design Issue
Product Issue I ordered a women's size 8.5 which is what I normally wear... But these were huge... at least a full size too big. I requested to exchange them but didn't hear back so I sent them back for a refund. Super sad I didn't get to wear these! I was so excited.,Design Issue,Design Issue
Product Issue There is a slight ridge that runs up the back inside center of the heal and I have gotten very significant blisters the first two times that I walked in the shoes for more than 20 minutes requiring days to nurse back to health.,Quality Issue,Quality Issue
"Seller Issue Arrived on time,way too big. Ordered 10 1/2 ,they said 10 1/2 more like a 12. Some reviews wondered about the authenticity,I do now as well. Are they made in america ? didn't check. Will just go to local shoe store,very disappointed. Wanted them for that weekend. Timely delivery,terrible fit.",Delivery and Return Issue,Design Issue
Product Issue I thought I answered this question a few weeks ago. I ordered a size too large.....however my problem with the sneakers is that I was surprised how thin the sole is I had owned converse sneakers in the past with much thicker soles.,Design Issue,Design Issue
"Product Issue I'm a huge fan of Chucks, but I've gone through 5 pairs of the same black ones in just over a year. The quality is absolutely horrible. Every single pair has experienced the same problem. The bottom of the sole at the toe separates completely. Then it will catch in the ground or let water in. I finally quit buying new ones and tried to repair my old ones.on the picture you can see where I used silicone to try and reattach the sole. This pair lasted about 3-4 months.",Quality Issue,Quality Issue
Product Issue i got the wrong size. i think you should also order a size or half a size smaller than your normal size.,Design Issue,Design Issue
"Product Issue I clicked on 10.5D (wide) and hit order. I didn't notice that it then said just 10.5. Got the sneakers, too narrow, returned. Tried to reorder and noticed that ordering 10.5D (i.e. the wide version) resulted in ordering the not-wide version. Fix this.",Design Issue,Design Issue
"Product Issue These are knock offs. The back label is not centered, and it says Converse All Star on the black label. The real version only says All Star on the back. I have 2 ""real"" pairs that I compared these too. Also the sizing is too big. I ordered a 7, just like I have in my real versions. Well, these were too big. That's when I became skeptical.",Design Issue,Quality Issue
Product Issue These were waaaay to big - my son can't wear them. Very disappointed.,Design Issue,Design Issue
Product Issue Well first of all they sent me two pair when I only needed one now they are trying to make me pay to send the other pair back and the pair my daughter decided to keep was too big and they faded the first and only  day she wore them the red faded on the white...very disappointed...the last 4 or 5 items I've ordered has been junk...and I haven't got one penny back...so if my mind don't change I'll never order from there again,Design Issue,Design Issue
Product Issue These were way bigger than they were suppose to be,Design Issue,Design Issue
"Product Issue No way were these a size 5. Very unhappy little girl at Christmas. Had to return, could not replace.  Had to buy locally.",Design Issue,Design Issue
Product Issue They were too small and took almost2 weeks for my return,Design Issue,Design Issue
Product Issue The sizes ordered wasn't what I received. I ordered a 7.5 in women's and received a 7.5 in means and a 9.5 in women's. Is it possible to send them back for a correct size?,Design Issue,Design Issue
Product Issue They really need to fix the sizing chart on these.  I bought what was supposed to be 9.5 US mens and they are more like 11.5 US mens.  The shoes even say inside 9.5 US but they are not that size.  They are made in China.  I am returning and will reorder but am not sure what size to order because they sizing chart is a cluster F@#$%.,Design Issue,Design Issue
Product Issue I ordered 8.5 US and got 8.5 UK,Design Issue,Design Issue
Product Issue I order size 12 but I guess every shoes are different I need a 11 1/2 .,Design Issue,Design Issue
"Product Issue They were not the same as pictured. I believe that these sneakers were ""knock offs"", not real Converse sneakers. My grandson was disappointed and I returned them.",Quality Issue,Product Description Issue
"Product Issue I like the look of the shoes for sure, but they are too big. I usually wear a 12, sometimes a 13 as in the pic of my DC's, but if I slide my foot all the way forward into these size 12's I have two finger widths I can put between the heel of the shoe and my heel. How are a size 13 DC shoe smaller than a size 12 Converse?? Gonna be sending these guys back.",Design Issue,Design Issue
"Product Issue This was the very first pair of Converse I've ever owned. I wanted a pair since they looked stylish and I needed a pair of casual sneakers. The fit of the shoe was fine, it just wasn't comfortable. The canvas top felt strangely loose (I'm used to wearing dress shoes, boots, and running shoes). There is also very minimal padding for the insole making it uncomfortable for me to wear for long periods. It looks great and I'm sure some people enjoy the canvas top and flat minimal insole padding but this is simply not for me.",Design Issue,Quality Issue
Product Issue Wrong sizem,Design Issue,Design Issue
Product Issue Disappointed...wish description would have noted shoes run large,Product Description Issue,Quality Issue
"Product Issue I ordered a 10.5 for my boyfriend for Christmas. When he get them, they were a 12.5!!",Design Issue,Design Issue
Product Issue They did not come in my size.,Design Issue,Design Issue
"Product Issue I ordered these for a wedding and came in 2-3 sizes to small, had to wear these for 8 hours, extremely uncomfortable",Design Issue,Design Issue
Product Issue The size didn't say men's so 9.5 men's was ordered not 9.5 women's,Design Issue,Design Issue
Product Issue Shoes were to big,Design Issue,Design Issue
Product Issue Not enough information provided about what size to order.,Product Description Issue,Product Description Issue
"Product Issue I have worn an 8.5 women's converse for the past decade. These claim to be 8.5 but when I compare them to my old pair they are much much bigger. I think they are a 9.5. A mistake with the label? A change in the product? I don't know, but buy a size down!",Design Issue,Design Issue
Product Issue These are not real... The converse all star sign is on the inside side of the shoe when it is obviously supposed to be on the outside,Quality Issue,Design Issue
"Product Issue I had to return the shoes.  Had there been free exchanges, I would have exchanged.  But, I was charged to ship them back.  Therefore, I went to a store and bought the next size down.  Now I love them!",Design Issue,Design Issue
Product Issue More like a size 12,Design Issue,Design Issue
Product Issue Too big.,Design Issue,Design Issue
"Product Issue I got the wrong size for my niece because these shoes are unisex. I was able to return them, BUT I had to pay for shipping which is kind of odd now a days with online sellers. Normally they'll send you a return label but not this seller. So I paid for shipping twice for nothingAside from seller problems, I've bought these shoes before and love them. They are true to size so don't go up or down! They're pretty comfy but not a lot of arch support. They look cool too btw!",Design Issue,Design Issue
"Product Issue These shoes are a CHEAP KNOCK-OFF of Converse Chuck Taylor. Mine came apart at the seam all around the shoe. They are very very poor quality. The customer service was rude and no help at all, and Amazon could not help as they are a 3rd party seller. I DO NOT RECOMMEND. I have bought 40 pairs or more of Converse in last few years and not a single pair was like this. Be warned, and purchase from another retailer.",Quality Issue,Quality Issue
"Product Issue With only occasional wear and no sports or rough usage, these repro Chucks are falling apart after only three months. The sidewall is pulling away from the canvas and they look awful.Truly disposable shoes.",Quality Issue,Quality Issue
Product Issue Too large,Design Issue,Design Issue
"Product Issue Alright guys, whatever Converse or Amazon recommend in size just ignore. Buy a pair of converse in your regular size because I have bought two pairs already following this ""go a half size smaller"" rule and it has gone wrong for me both times as the shoes ended up being too tight on my feet. I bought these primarily for lifting, but on most days it hurts my feet to use. Anyways, went to me local Footlocker and tried a pair of Chucks in 10.5, my general size for shoes and it fit perfect. Maybe it's just me, but I have regular, narrow feet and they felt fine. So much more comfortable that I ordered a pair on Converse.com because Amazon didn't have my size and they seem to be taking longer than 2 days to get things to my house. What's up with that?Long story short I'm considering returning these.",Design Issue,Design Issue
Product Issue These are not women's sizes. I got a men's 6 not a women's..,Design Issue,Design Issue
Product Issue I am a female with an enormous foot and so I usually buy men's 11 instead of women's 13s.  This shoe actually came in a 14 for women so I bought it but it was huge.  It seems the colored ones run larger so I ended up a men's black size which fits perfectly.,Design Issue,Design Issue
"Product Issue Not only was the shoe to big, it was the completely wrong color...",Design Issue,Design Issue
Seller Issue It's been 3 months. Still no shoes.,Delivery and Return Issue,Delivery and Return Issue
Product Issue These aren't the same Converse All Stars like the ones from the 60's and 70's.. NO SUPPORT... Give them away.,Quality Issue,Quality Issue
"Seller Issue These shoes appear to be fake. Part of the Converse logo was missing on the right shoe. The left shoe had a red dye stain on it, as if it had rubbed off while in the box. All in all- they looked very cheap. Didn't even wear them- returning immediately. Do not buy these.",Product Authenticity Issue,Product Authenticity Issue
Product Issue we returned them. Too big.,Design Issue,Design Issue
"Product Issue These sneaks look cheap and were too big, had to return them and did not re-order.  They are supposed to be unisex but they are more geared for men.  My granddaughter hated them and so did I, horrible but a good buy for men.",Design Issue,Design Issue
Product Issue I ordered these shoes in pink. What came was a coral color shoe and not the one displayed or listed in the description.,Design Issue,Design Issue
Product Issue They're bigger than expected,Design Issue,Design Issue
Product Issue Too large and had no way of returning them gave them to someone who could wear them,Design Issue,Design Issue
"Product Issue I really wanted these sneakers. Unfortunately, they still did not fit well even after using the size suggested by the sizing matrix - the width was a little narrow and the sneakers still had a ""too long"" feel to them. Returned them.",Design Issue,Design Issue
"Seller Issue Nice Chuck Taylors but mine came used. The scuffed white toes on the top gave them away as clearly pre-owned. They were probably worn only a few times and then returned; but because of the time frame of my order, I had to keep them.",Product Authenticity Issue,Delivery and Return Issue
"Product Issue They were to big for my 11 year old child, I ordered size 8.5 in women's and got size 8.5 in men's which was very big for her and me because we're the same size.",Design Issue,Design Issue
Product Issue Purchased an 8.5 for an 8.5 size foot and they fit like a 9.5.  Sneakers were way too big.  Returned them.  Won't buy again.  Not sure what size to by at this point.,Design Issue,Design Issue
Seller Issue Orders a 7 M received a 5M,Product Authenticity Issue,Design Issue
Product Issue When it says Unisex I think I misinterpreted that. I thought that just meant the sizing but these look like they fit alien feet. Each shoe barely looks different right to left. I ordered a wider size and they are still narrower than most narrow sizes. I sent these back and ordered a pair of normal Converse Chuck Taylors. I have a hard time believing these are made by Converse. They looked very generic.,Design Issue,Design Issue
Product Issue I've worn chucks my whole life and never had the shoe fall apart in 2 days. Maybe it was a defected one? Pretty disappointing ESP since I live in Hawaii and getting things shipped are a pain. Ill never order from here again,Quality Issue,Quality Issue
Product Issue Sizing ia WAY off....too big by a mile (3 different pairs..all too big...all returned),Design Issue,Design Issue
"Product Issue I thought they would look better on...on well  they fit...just not as I picture them in my head,I'm female and I got a small size.they just ok,,I thought there would be more support",Design Issue,Design Issue
"Product Issue Everything was right about these shoes. They fit great, they are comfortable, they're perfect! Unfortunately, the fabric tore after only wearing them twice. I might be able to understand if it was a place where there was a lot of stress on the shoe and I had wore them many times but this tear is on the outside of the shoe about a half inch from the sole....very disappointing because I love these shoes. :(",Quality Issue,Quality Issue
Product Issue No the item didn't meet my expectations it was the wrong size I was very upset as after the all the waiting then u get your product and it's not Why u want,Design Issue,Design Issue
"Product Issue Nice looking shoe,but found to be to large,have returned,but still going thru third party and they say never got return item..going thur post office now.",Design Issue,Design Issue
Product Issue The sizing for man/women was confusing and the show was way too big. Find a converse sizing chart when ordering,Design Issue,Design Issue
